DateTime,28.4595 77.0266
2019-08-21,0.0000
2019-08-22,0.0000
2019-08-23,0.0000
2019-08-24,0.4182
2019-08-25,1.1364
2019-08-26,5.1988
2019-08-27,0.2485
2019-08-28,0.0000
2019-08-29,0.0000
2019-08-30,0.0000
2019-08-31,0.0000
2019-09-01,4.4095
2019-09-02,0.1316
2019-09-03,0.0000
2019-09-04,0.0000
2019-09-05,0.0000
2019-09-06,0.0000
2019-09-07,0.1127
2019-09-08,16.9752
2019-09-09,0.0000
2019-09-10,0.0000
2019-09-11,0.0000
2019-09-12,0.0000
2019-09-13,0.0000
2019-09-14,0.0000
2019-09-15,0.7149
2019-09-16,0.5516
2019-09-17,2.8165
2019-09-18,0.1690
2019-09-19,0.0000
2019-09-20,0.1127
2019-09-21,0.0000
2019-09-22,30.4240
2019-09-23,0.1424
2019-09-24,0.0000
2019-09-25,0.0000
2019-09-26,0.3775
2019-09-27,0.0000
2019-09-28,0.0000
2019-09-29,0.4249
2019-09-30,0.0000
2019-10-01,0.9906
2019-10-02,1.0703
2019-10-03,0.0000
2019-10-04,38.1286
2019-10-05,0.0000
2019-10-06,0.0000
2019-10-07,0.0000
2019-10-08,0.0000
2019-10-09,0.0000
2019-10-10,0.0000
2019-10-11,0.0000
2019-10-12,0.0000
2019-10-13,0.0000
2019-10-14,0.0000
2019-10-15,0.0000
2019-10-16,0.0000
2019-10-17,0.0000
2019-10-18,0.0000
2019-10-19,0.0000
2019-10-20,0.0000
2019-10-21,0.0000
2019-10-22,0.0000
2019-10-23,0.0000
2019-10-24,0.0000
2019-10-25,0.0000
2019-10-26,0.0000
2019-10-27,0.0000
2019-10-28,0.0000
2019-10-29,0.0000
2019-10-30,0.0000
2019-10-31,0.0000
2019-11-01,0.0000
2019-11-02,0.0000
2019-11-03,0.5253
2019-11-04,0.0000
2019-11-05,0.0000
2019-11-06,0.0000
2019-11-07,0.0000
2019-11-08,2.2402
2019-11-09,0.0000
2019-11-10,0.0000
2019-11-11,0.0000
2019-11-12,0.0000
2019-11-13,0.0000
2019-11-14,0.0000
2019-11-15,0.0000
